Province,City,Year,Month,PMTen
Chungcheongbuk-do,Cheongju,2011,6,57
Chungcheongbuk-do,Cheongju,2011,7,33
Chungcheongbuk-do,Cheongju,2011,8,32
Chungcheongbuk-do,Cheongju,2011,9,38
Chungcheongbuk-do,Cheongju,2011,10,58
Chungcheongbuk-do,Cheongju,2011,11,56
Chungcheongbuk-do,Cheongju,2011,12,60
Chungcheongbuk-do,Cheongju,2012,1,71
Chungcheongbuk-do,Cheongju,2012,2,63
Chungcheongbuk-do,Cheongju,2012,3,63
Chungcheongbuk-do,Cheongju,2012,4,64
Chungcheongbuk-do,Cheongju,2012,5,67
Chungcheongbuk-do,Cheongju,2012,6,48
Chungcheongbuk-do,Cheongju,2012,7,37
Chungcheongbuk-do,Cheongju,2012,8,21*
Chungcheongbuk-do,Cheongju,2012,9,38
Chungcheongbuk-do,Cheongju,2012,10,47
Chungcheongbuk-do,Cheongju,2012,11,61
Chungcheongbuk-do,Cheongju,2012,12,60
Chungcheongbuk-do,Cheongju,2013,1,88
Chungcheongbuk-do,Cheongju,2013,2,67
Chungcheongbuk-do,Cheongju,2013,3,79
Chungcheongbuk-do,Cheongju,2013,4,69
Chungcheongbuk-do,Cheongju,2013,5,67
Chungcheongbuk-do,Cheongju,2013,6,50
Chungcheongbuk-do,Cheongju,2013,7,31*
Chungcheongbuk-do,Cheongju,2013,8,35
Chungcheongbuk-do,Cheongju,2013,9,35
Chungcheongbuk-do,Cheongju,2013,10,38
Chungcheongbuk-do,Cheongju,2013,11,49
Chungcheongbuk-do,Cheongju,2013,12,60
Chungcheongbuk-do,Cheongju,2014,1,75*
Chungcheongbuk-do,Cheongju,2014,2,67
Chungcheongbuk-do,Cheongju,2014,3,65
Chungcheongbuk-do,Cheongju,2014,4,63
Chungcheongbuk-do,Cheongju,2014,5,69
Chungcheongbuk-do,Cheongju,2014,6,47
Chungcheongbuk-do,Cheongju,2014,7,38
Chungcheongbuk-do,Cheongju,2014,8,27
Chungcheongbuk-do,Cheongju,2014,9,32
Chungcheongbuk-do,Cheongju,2014,10,37
Chungcheongbuk-do,Cheongju,2014,11,54
Chungcheongbuk-do,Cheongju,2014,12,54
Chungcheongbuk-do,Cheongju,2015,1,66
Chungcheongbuk-do,Cheongju,2015,2,84
Chungcheongbuk-do,Cheongju,2015,3,82
Chungcheongbuk-do,Cheongju,2015,4,46
Chungcheongbuk-do,Cheongju,2015,5,57
Chungcheongbuk-do,Cheongju,2015,6,47
Chungcheongbuk-do,Cheongju,2015,7,39
Chungcheongbuk-do,Cheongju,2015,8,38
Chungcheongbuk-do,Cheongju,2015,9,33*
Chungcheongbuk-do,Cheongju,2015,10,57
Chungcheongbuk-do,Cheongju,2015,11,45
Chungcheongbuk-do,Cheongju,2015,12,58
Chungcheongbuk-do,Cheongju,2016,1,55
Chungcheongbuk-do,Cheongju,2016,2,52
Chungcheongbuk-do,Cheongju,2016,3,70
Chungcheongbuk-do,Cheongju,2016,4,72
Chungcheongbuk-do,Cheongju,2016,5,57
Chungcheongbuk-do,Cheongju,2016,6,43
Chungcheongbuk-do,Cheongju,2016,7,24
Chungcheongbuk-do,Cheongju,2016,8,29
Chungcheongbuk-do,Cheongju,2016,9,33
Chungcheongbuk-do,Cheongju,2016,10,40
Chungcheongbuk-do,Cheongju,2016,11,57
Chungcheongbuk-do,Cheongju,2016,12,52
Chungcheongbuk-do,Cheongju,2017,1,56
Chungcheongbuk-do,Cheongju,2017,2,49
Chungcheongbuk-do,Cheongju,2017,3,60
Chungcheongbuk-do,Cheongju,2017,4,57
Chungcheongbuk-do,Cheongju,2017,5,59
Chungcheongbuk-do,Cheongju,2017,6,44
Chungcheongbuk-do,Cheongju,2017,7,31
Chungcheongbuk-do,Cheongju,2017,8,20
Chungcheongbuk-do,Cheongju,2017,9,37
Chungcheongbuk-do,Cheongju,2017,10,35
Chungcheongbuk-do,Cheongju,2017,11,53
Chungcheongbuk-do,Cheongju,2017,12,49
Chungcheongbuk-do,Cheongju,2018,1,58
Chungcheongbuk-do,Cheongju,2018,2,51
Chungcheongbuk-do,Cheongju,2018,3,51
Chungcheongbuk-do,Cheongju,2018,4,57
Chungcheongbuk-do,Cheongju,2018,5,44
Chungcheongbuk-do,Cheongju,2018,6,41
Chungcheongbuk-do,Cheongju,2018,7,29
Chungcheongbuk-do,Cheongju,2018,8,24
Chungcheongbuk-do,Cheongju,2018,9,24
Chungcheongbuk-do,Cheongju,2018,10,38
Chungcheongbuk-do,Cheongju,2018,11,68
Chungcheongbuk-do,Cheongju,2018,12,52
Chungcheongbuk-do,Cheongju,2019,1,71
Chungcheongbuk-do,Cheongju,2019,2,67
Chungcheongbuk-do,Cheongju,2019,3,70
Chungcheongbuk-do,Cheongju,2019,4,45
Chungcheongbuk-do,Cheongju,2019,5,53
Chungcheongbuk-do,Cheongju,2019,6,38
Chungcheongbuk-do,Cheongju,2019,7,25
Chungcheongbuk-do,Cheongju,2019,8,26
Chungcheongbuk-do,Cheongju,2019,9,24
Chungcheongbuk-do,Cheongju,2019,10,34
Chungcheongbuk-do,Cheongju,2019,11,47
Chungcheongbuk-do,Cheongju,2019,12,47
Chungcheongbuk-do,Cheongju,2020,1,48
Chungcheongbuk-do,Cheongju,2020,2,45
Chungcheongbuk-do,Cheongju,2020,3,45
Chungcheongbuk-do,Cheongju,2020,4,44
Chungcheongbuk-do,Cheongju,2020,5,36
Chungcheongnam-do,Cheonan,2011,1,38
Chungcheongnam-do,Cheonan,2011,2,64
Chungcheongnam-do,Cheonan,2011,3,68
Chungcheongnam-do,Cheonan,2011,4,54
Chungcheongnam-do,Cheonan,2011,5,69
Chungcheongnam-do,Cheonan,2011,6,48
Chungcheongnam-do,Cheonan,2011,7,25
Chungcheongnam-do,Cheonan,2011,8,24
Chungcheongnam-do,Cheonan,2011,9,30
Chungcheongnam-do,Cheonan,2011,10,47
Chungcheongnam-do,Cheonan,2011,11,45
Chungcheongnam-do,Cheonan,2011,12,43
Chungcheongnam-do,Cheonan,2012,1,56
Chungcheongnam-do,Cheonan,2012,2,49
Chungcheongnam-do,Cheonan,2012,3,53
Chungcheongnam-do,Cheonan,2012,4,54
Chungcheongnam-do,Cheonan,2012,5,63
Chungcheongnam-do,Cheonan,2012,6,43
Chungcheongnam-do,Cheonan,2012,7,26
Chungcheongnam-do,Cheonan,2012,8,23
Chungcheongnam-do,Cheonan,2012,9,34
Chungcheongnam-do,Cheonan,2012,10,40
Chungcheongnam-do,Cheonan,2012,11,50
Chungcheongnam-do,Cheonan,2012,12,46
Chungcheongnam-do,Cheonan,2013,1,67
Chungcheongnam-do,Cheonan,2013,2,54
Chungcheongnam-do,Cheonan,2013,3,62
Chungcheongnam-do,Cheonan,2013,4,58
Chungcheongnam-do,Cheonan,2013,5,65
Chungcheongnam-do,Cheonan,2013,6,43
Chungcheongnam-do,Cheonan,2013,7,29
Chungcheongnam-do,Cheonan,2013,8,31
Chungcheongnam-do,Cheonan,2013,9,31
Chungcheongnam-do,Cheonan,2013,10,31
Chungcheongnam-do,Cheonan,2013,11,42
Chungcheongnam-do,Cheonan,2013,12,50
Chungcheongnam-do,Cheonan,2014,1,60
Chungcheongnam-do,Cheonan,2014,2,63
Chungcheongnam-do,Cheonan,2014,3,59
Chungcheongnam-do,Cheonan,2014,4,59
Chungcheongnam-do,Cheonan,2014,5,64
Chungcheongnam-do,Cheonan,2014,6,41
Chungcheongnam-do,Cheonan,2014,7,36
Chungcheongnam-do,Cheonan,2014,8,25
Chungcheongnam-do,Cheonan,2014,9,31
Chungcheongnam-do,Cheonan,2014,10,37
Chungcheongnam-do,Cheonan,2014,11,45
Chungcheongnam-do,Cheonan,2014,12,44
Chungcheongnam-do,Cheonan,2015,1,56
Chungcheongnam-do,Cheonan,2015,2,78
Chungcheongnam-do,Cheonan,2015,3,71
Chungcheongnam-do,Cheonan,2015,4,41
Chungcheongnam-do,Cheonan,2015,5,47
Chungcheongnam-do,Cheonan,2015,6,51
Chungcheongnam-do,Cheonan,2015,7,35
Chungcheongnam-do,Cheonan,2015,8,38*
Chungcheongnam-do,Cheonan,2015,9,31
Chungcheongnam-do,Cheonan,2015,10,56
Chungcheongnam-do,Cheonan,2015,11,42
Chungcheongnam-do,Cheonan,2015,12,51
Chungcheongnam-do,Cheonan,2016,1,53
Chungcheongnam-do,Cheonan,2016,2,47
Chungcheongnam-do,Cheonan,2016,3,64
Chungcheongnam-do,Cheonan,2016,4,73
Chungcheongnam-do,Cheonan,2016,5,56
Chungcheongnam-do,Cheonan,2016,6,45
Chungcheongnam-do,Cheonan,2016,7,29
Chungcheongnam-do,Cheonan,2016,8,37
Chungcheongnam-do,Cheonan,2016,9,37
Chungcheongnam-do,Cheonan,2016,10,42
Chungcheongnam-do,Cheonan,2016,11,55
Chungcheongnam-do,Cheonan,2016,12,48
Chungcheongnam-do,Cheonan,2017,1,54
Chungcheongnam-do,Cheonan,2017,2,46
Chungcheongnam-do,Cheonan,2017,3,60
Chungcheongnam-do,Cheonan,2017,4,56
Chungcheongnam-do,Cheonan,2017,5,63
Chungcheongnam-do,Cheonan,2017,6,43
Chungcheongnam-do,Cheonan,2017,7,35
Chungcheongnam-do,Cheonan,2017,8,28
Chungcheongnam-do,Cheonan,2017,9,39
Chungcheongnam-do,Cheonan,2017,10,38*
Chungcheongnam-do,Cheonan,2017,11,47
Chungcheongnam-do,Cheonan,2017,12,46
Chungcheongnam-do,Cheonan,2018,1,55
Chungcheongnam-do,Cheonan,2018,2,52
Chungcheongnam-do,Cheonan,2018,3,54
Chungcheongnam-do,Cheonan,2018,4,54
Chungcheongnam-do,Cheonan,2018,5,41
Chungcheongnam-do,Cheonan,2018,6,35
Chungcheongnam-do,Cheonan,2018,7,24
Chungcheongnam-do,Cheonan,2018,8,24
Chungcheongnam-do,Cheonan,2018,9,21
Chungcheongnam-do,Cheonan,2018,10,32
Chungcheongnam-do,Cheonan,2018,11,71
Chungcheongnam-do,Cheonan,2018,12,53
Chungcheongnam-do,Cheonan,2019,1,74
Chungcheongnam-do,Cheonan,2019,2,68
Chungcheongnam-do,Cheonan,2019,3,77
Chungcheongnam-do,Cheonan,2019,4,48
Chungcheongnam-do,Cheonan,2019,5,52
Chungcheongnam-do,Cheonan,2019,6,35
Chungcheongnam-do,Cheonan,2019,7,28
Chungcheongnam-do,Cheonan,2019,8,30
Chungcheongnam-do,Cheonan,2019,9,26
Chungcheongnam-do,Cheonan,2019,10,35
Chungcheongnam-do,Cheonan,2019,11,50
Chungcheongnam-do,Cheonan,2019,12,47
Chungcheongnam-do,Cheonan,2020,1,49
Chungcheongnam-do,Cheonan,2020,2,47
Chungcheongnam-do,Cheonan,2020,3,48*
Chungcheongnam-do,Cheonan,2020,4,44*
Chungcheongnam-do,Cheonan,2020,5,34*
Jeollabuk-do,Jeonju,2011,1,49
Jeollabuk-do,Jeonju,2011,2,78
Jeollabuk-do,Jeonju,2011,3,59
Jeollabuk-do,Jeonju,2011,4,56
Jeollabuk-do,Jeonju,2011,5,71
Jeollabuk-do,Jeonju,2011,6,55
Jeollabuk-do,Jeonju,2011,7,32
Jeollabuk-do,Jeonju,2011,8,30
Jeollabuk-do,Jeonju,2011,9,32
Jeollabuk-do,Jeonju,2011,10,42
Jeollabuk-do,Jeonju,2011,11,43
Jeollabuk-do,Jeonju,2011,12,46
Jeollabuk-do,Jeonju,2012,1,64
Jeollabuk-do,Jeonju,2012,2,56
Jeollabuk-do,Jeonju,2012,3,58
Jeollabuk-do,Jeonju,2012,4,55
Jeollabuk-do,Jeonju,2012,5,69
Jeollabuk-do,Jeonju,2012,6,42
Jeollabuk-do,Jeonju,2012,7,29
Jeollabuk-do,Jeonju,2012,8,24
Jeollabuk-do,Jeonju,2012,9,39
Jeollabuk-do,Jeonju,2012,10,44
Jeollabuk-do,Jeonju,2012,11,54
Jeollabuk-do,Jeonju,2012,12,51
Jeollabuk-do,Jeonju,2013,1,78
Jeollabuk-do,Jeonju,2013,2,67
Jeollabuk-do,Jeonju,2013,3,80
Jeollabuk-do,Jeonju,2013,4,69
Jeollabuk-do,Jeonju,2013,5,71
Jeollabuk-do,Jeonju,2013,6,60
Jeollabuk-do,Jeonju,2013,7,35
Jeollabuk-do,Jeonju,2013,8,35
Jeollabuk-do,Jeonju,2013,9,41
Jeollabuk-do,Jeonju,2013,10,42
Jeollabuk-do,Jeonju,2013,11,50
Jeollabuk-do,Jeonju,2013,12,63
Jeollabuk-do,Jeonju,2014,1,77
Jeollabuk-do,Jeonju,2014,2,75
Jeollabuk-do,Jeonju,2014,3,66
Jeollabuk-do,Jeonju,2014,4,65
Jeollabuk-do,Jeonju,2014,5,73
Jeollabuk-do,Jeonju,2014,6,53
Jeollabuk-do,Jeonju,2014,7,37
Jeollabuk-do,Jeonju,2014,8,31
Jeollabuk-do,Jeonju,2014,9,36
Jeollabuk-do,Jeonju,2014,10,37
Jeollabuk-do,Jeonju,2014,11,47
Jeollabuk-do,Jeonju,2014,12,46
Jeollabuk-do,Jeonju,2015,1,54
Jeollabuk-do,Jeonju,2015,2,73
Jeollabuk-do,Jeonju,2015,3,76
Jeollabuk-do,Jeonju,2015,4,45
Jeollabuk-do,Jeonju,2015,5,49
Jeollabuk-do,Jeonju,2015,6,45
Jeollabuk-do,Jeonju,2015,7,32
Jeollabuk-do,Jeonju,2015,8,31
Jeollabuk-do,Jeonju,2015,9,28
Jeollabuk-do,Jeonju,2015,10,54**
Jeollabuk-do,Jeonju,2015,11,43*
Jeollabuk-do,Jeonju,2015,12,61
Jeollabuk-do,Jeonju,2016,1,60
Jeollabuk-do,Jeonju,2016,2,57
Jeollabuk-do,Jeonju,2016,3,69
Jeollabuk-do,Jeonju,2016,4,80
Jeollabuk-do,Jeonju,2016,5,60
Jeollabuk-do,Jeonju,2016,6,51
Jeollabuk-do,Jeonju,2016,7,33
Jeollabuk-do,Jeonju,2016,8,39
Jeollabuk-do,Jeonju,2016,9,42
Jeollabuk-do,Jeonju,2016,10,46
Jeollabuk-do,Jeonju,2016,11,61
Jeollabuk-do,Jeonju,2016,12,55
Jeollabuk-do,Jeonju,2017,1,62
Jeollabuk-do,Jeonju,2017,2,56
Jeollabuk-do,Jeonju,2017,3,72
Jeollabuk-do,Jeonju,2017,4,67
Jeollabuk-do,Jeonju,2017,5,67
Jeollabuk-do,Jeonju,2017,6,49
Jeollabuk-do,Jeonju,2017,7,37
Jeollabuk-do,Jeonju,2017,8,29
Jeollabuk-do,Jeonju,2017,9,40
Jeollabuk-do,Jeonju,2017,10,38
Jeollabuk-do,Jeonju,2017,11,59
Jeollabuk-do,Jeonju,2017,12,48
Jeollabuk-do,Jeonju,2018,1,53
Jeollabuk-do,Jeonju,2018,2,58
Jeollabuk-do,Jeonju,2018,3,57
Jeollabuk-do,Jeonju,2018,4,58
Jeollabuk-do,Jeonju,2018,5,45*
Jeollabuk-do,Jeonju,2018,6,50
Jeollabuk-do,Jeonju,2018,7,28
Jeollabuk-do,Jeonju,2018,8,26
Jeollabuk-do,Jeonju,2018,9,28
Jeollabuk-do,Jeonju,2018,10,38
Jeollabuk-do,Jeonju,2018,11,72
Jeollabuk-do,Jeonju,2018,12,52
Jeollabuk-do,Jeonju,2019,1,66
Jeollabuk-do,Jeonju,2019,2,68
Jeollabuk-do,Jeonju,2019,3,72
Jeollabuk-do,Jeonju,2019,4,47
Jeollabuk-do,Jeonju,2019,5,50
Jeollabuk-do,Jeonju,2019,6,42
Jeollabuk-do,Jeonju,2019,7,27
Jeollabuk-do,Jeonju,2019,8,31
Jeollabuk-do,Jeonju,2019,9,29
Jeollabuk-do,Jeonju,2019,10,39
Jeollabuk-do,Jeonju,2019,11,48
Jeollabuk-do,Jeonju,2019,12,39
Jeollabuk-do,Jeonju,2020,1,45*
Jeollabuk-do,Jeonju,2020,2,39**
Jeollabuk-do,Jeonju,2020,3,44*
Jeollabuk-do,Jeonju,2020,4,42
Jeollabuk-do,Jeonju,2020,5,36
Jeollanam-do,Yeosu,2011,1,37
Jeollanam-do,Yeosu,2011,2,55
Jeollanam-do,Yeosu,2011,3,45
Jeollanam-do,Yeosu,2011,4,45
Jeollanam-do,Yeosu,2011,5,69
Jeollanam-do,Yeosu,2011,6,38
Jeollanam-do,Yeosu,2011,7,30
Jeollanam-do,Yeosu,2011,8,30
Jeollanam-do,Yeosu,2011,9,29
Jeollanam-do,Yeosu,2011,10,37
Jeollanam-do,Yeosu,2011,11,35
Jeollanam-do,Yeosu,2011,12,35
Jeollanam-do,Yeosu,2012,1,43
Jeollanam-do,Yeosu,2012,2,40
Jeollanam-do,Yeosu,2012,3,42
Jeollanam-do,Yeosu,2012,4,40
Jeollanam-do,Yeosu,2012,5,48
Jeollanam-do,Yeosu,2012,6,30
Jeollanam-do,Yeosu,2012,7,26
Jeollanam-do,Yeosu,2012,8,23
Jeollanam-do,Yeosu,2012,9,27
Jeollanam-do,Yeosu,2012,10,33
Jeollanam-do,Yeosu,2012,11,37
Jeollanam-do,Yeosu,2012,12,25
Jeollanam-do,Yeosu,2013,1,43
Jeollanam-do,Yeosu,2013,2,33
Jeollanam-do,Yeosu,2013,3,48
Jeollanam-do,Yeosu,2013,4,36
Jeollanam-do,Yeosu,2013,5,46
Jeollanam-do,Yeosu,2013,6,28
Jeollanam-do,Yeosu,2013,7,27
Jeollanam-do,Yeosu,2013,8,29
Jeollanam-do,Yeosu,2013,9,26
Jeollanam-do,Yeosu,2013,10,28
Jeollanam-do,Yeosu,2013,11,33
Jeollanam-do,Yeosu,2013,12,36
Jeollanam-do,Yeosu,2014,1,51
Jeollanam-do,Yeosu,2014,2,38
Jeollanam-do,Yeosu,2014,3,42
Jeollanam-do,Yeosu,2014,4,40
Jeollanam-do,Yeosu,2014,5,53
Jeollanam-do,Yeosu,2014,6,36
Jeollanam-do,Yeosu,2014,7,28
Jeollanam-do,Yeosu,2014,8,27
Jeollanam-do,Yeosu,2014,9,28
Jeollanam-do,Yeosu,2014,10,26
Jeollanam-do,Yeosu,2014,11,29
Jeollanam-do,Yeosu,2014,12,30
Jeollanam-do,Yeosu,2015,1,34
Jeollanam-do,Yeosu,2015,2,52
Jeollanam-do,Yeosu,2015,3,45
Jeollanam-do,Yeosu,2015,4,34
Jeollanam-do,Yeosu,2015,5,39
Jeollanam-do,Yeosu,2015,6,36
Jeollanam-do,Yeosu,2015,7,31*
Jeollanam-do,Yeosu,2015,8,30
Jeollanam-do,Yeosu,2015,9,22*
Jeollanam-do,Yeosu,2015,10,37
Jeollanam-do,Yeosu,2015,11,24
Jeollanam-do,Yeosu,2015,12,33
Jeollanam-do,Yeosu,2016,1,34
Jeollanam-do,Yeosu,2016,2,37
Jeollanam-do,Yeosu,2016,3,43
Jeollanam-do,Yeosu,2016,4,52
Jeollanam-do,Yeosu,2016,5,47
Jeollanam-do,Yeosu,2016,6,28
Jeollanam-do,Yeosu,2016,7,22
Jeollanam-do,Yeosu,2016,8,30
Jeollanam-do,Yeosu,2016,9,28
Jeollanam-do,Yeosu,2016,10,29
Jeollanam-do,Yeosu,2016,11,35
Jeollanam-do,Yeosu,2016,12,29
Jeollanam-do,Yeosu,2017,1,33
Jeollanam-do,Yeosu,2017,2,30
Jeollanam-do,Yeosu,2017,3,39
Jeollanam-do,Yeosu,2017,4,42
Jeollanam-do,Yeosu,2017,5,50
Jeollanam-do,Yeosu,2017,6,30
Jeollanam-do,Yeosu,2017,7,27
Jeollanam-do,Yeosu,2017,8,22
Jeollanam-do,Yeosu,2017,9,28
Jeollanam-do,Yeosu,2017,10,22
Jeollanam-do,Yeosu,2017,11,38
Jeollanam-do,Yeosu,2017,12,31
Jeollanam-do,Yeosu,2018,1,34
Jeollanam-do,Yeosu,2018,2,39
Jeollanam-do,Yeosu,2018,3,34
Jeollanam-do,Yeosu,2018,4,49
Jeollanam-do,Yeosu,2018,5,32
Jeollanam-do,Yeosu,2018,6,31
Jeollanam-do,Yeosu,2018,7,26
Jeollanam-do,Yeosu,2018,8,21
Jeollanam-do,Yeosu,2018,9,21
Jeollanam-do,Yeosu,2018,10,27
Jeollanam-do,Yeosu,2018,11,41
Jeollanam-do,Yeosu,2018,12,35
Jeollanam-do,Yeosu,2019,1,40
Jeollanam-do,Yeosu,2019,2,45
Jeollanam-do,Yeosu,2019,3,42
Jeollanam-do,Yeosu,2019,4,31
Jeollanam-do,Yeosu,2019,5,39
Jeollanam-do,Yeosu,2019,6,30
Jeollanam-do,Yeosu,2019,7,23
Jeollanam-do,Yeosu,2019,8,27
Jeollanam-do,Yeosu,2019,9,23
Jeollanam-do,Yeosu,2019,10,24
Jeollanam-do,Yeosu,2019,11,34
Jeollanam-do,Yeosu,2019,12,26
Jeollanam-do,Yeosu,2020,1,27
Jeollanam-do,Yeosu,2020,2,28
Jeollanam-do,Yeosu,2020,3,28
Jeollanam-do,Yeosu,2020,4,32
Jeollanam-do,Yeosu,2020,5,27
Gyeongsangbuk-do,Pohang,2011,1,45
Gyeongsangbuk-do,Pohang,2011,2,63
Gyeongsangbuk-do,Pohang,2011,3,70
Gyeongsangbuk-do,Pohang,2011,4,59
Gyeongsangbuk-do,Pohang,2011,5,72
Gyeongsangbuk-do,Pohang,2011,6,53
Gyeongsangbuk-do,Pohang,2011,7,39
Gyeongsangbuk-do,Pohang,2011,8,32
Gyeongsangbuk-do,Pohang,2011,9,38
Gyeongsangbuk-do,Pohang,2011,10,47
Gyeongsangbuk-do,Pohang,2011,11,51
Gyeongsangbuk-do,Pohang,2011,12,50
Gyeongsangbuk-do,Pohang,2012,1,55
Gyeongsangbuk-do,Pohang,2012,2,49
Gyeongsangbuk-do,Pohang,2012,3,51
Gyeongsangbuk-do,Pohang,2012,4,56
Gyeongsangbuk-do,Pohang,2012,5,55
Gyeongsangbuk-do,Pohang,2012,6,41
Gyeongsangbuk-do,Pohang,2012,7,39
Gyeongsangbuk-do,Pohang,2012,8,32
Gyeongsangbuk-do,Pohang,2012,9,33
Gyeongsangbuk-do,Pohang,2012,10,43
Gyeongsangbuk-do,Pohang,2012,11,48
Gyeongsangbuk-do,Pohang,2012,12,37
Gyeongsangbuk-do,Pohang,2013,1,58
Gyeongsangbuk-do,Pohang,2013,2,48
Gyeongsangbuk-do,Pohang,2013,3,63
Gyeongsangbuk-do,Pohang,2013,4,50
Gyeongsangbuk-do,Pohang,2013,5,58
Gyeongsangbuk-do,Pohang,2013,6,44
Gyeongsangbuk-do,Pohang,2013,7,40
Gyeongsangbuk-do,Pohang,2013,8,41
Gyeongsangbuk-do,Pohang,2013,9,34
Gyeongsangbuk-do,Pohang,2013,10,38
Gyeongsangbuk-do,Pohang,2013,11,45
Gyeongsangbuk-do,Pohang,2013,12,47
Gyeongsangbuk-do,Pohang,2014,1,57
Gyeongsangbuk-do,Pohang,2014,2,49
Gyeongsangbuk-do,Pohang,2014,3,53
Gyeongsangbuk-do,Pohang,2014,4,62
Gyeongsangbuk-do,Pohang,2014,5,69
Gyeongsangbuk-do,Pohang,2014,6,48
Gyeongsangbuk-do,Pohang,2014,7,44
Gyeongsangbuk-do,Pohang,2014,8,32
Gyeongsangbuk-do,Pohang,2014,9,30
Gyeongsangbuk-do,Pohang,2014,10,38
Gyeongsangbuk-do,Pohang,2014,11,42
Gyeongsangbuk-do,Pohang,2014,12,33*
Gyeongsangbuk-do,Pohang,2015,1,42
Gyeongsangbuk-do,Pohang,2015,2,62
Gyeongsangbuk-do,Pohang,2015,3,59
Gyeongsangbuk-do,Pohang,2015,4,46
Gyeongsangbuk-do,Pohang,2015,5,49
Gyeongsangbuk-do,Pohang,2015,6,44
Gyeongsangbuk-do,Pohang,2015,7,34
Gyeongsangbuk-do,Pohang,2015,8,37*
Gyeongsangbuk-do,Pohang,2015,9,34*
Gyeongsangbuk-do,Pohang,2015,10,39*
Gyeongsangbuk-do,Pohang,2015,11,30
Gyeongsangbuk-do,Pohang,2015,12,34*
Gyeongsangbuk-do,Pohang,2016,1,38
Gyeongsangbuk-do,Pohang,2016,2,36
Gyeongsangbuk-do,Pohang,2016,3,43
Gyeongsangbuk-do,Pohang,2016,4,55
Gyeongsangbuk-do,Pohang,2016,5,51
Gyeongsangbuk-do,Pohang,2016,6,37
Gyeongsangbuk-do,Pohang,2016,7,29
Gyeongsangbuk-do,Pohang,2016,8,27
Gyeongsangbuk-do,Pohang,2016,9,31
Gyeongsangbuk-do,Pohang,2016,10,33
Gyeongsangbuk-do,Pohang,2016,11,45
Gyeongsangbuk-do,Pohang,2016,12,42
Gyeongsangbuk-do,Pohang,2017,1,41
Gyeongsangbuk-do,Pohang,2017,2,37
Gyeongsangbuk-do,Pohang,2017,3,45
Gyeongsangbuk-do,Pohang,2017,4,42
Gyeongsangbuk-do,Pohang,2017,5,50
Gyeongsangbuk-do,Pohang,2017,6,34
Gyeongsangbuk-do,Pohang,2017,7,29
Gyeongsangbuk-do,Pohang,2017,8,23*
Gyeongsangbuk-do,Pohang,2017,9,32
Gyeongsangbuk-do,Pohang,2017,10,32
Gyeongsangbuk-do,Pohang,2017,11,47
Gyeongsangbuk-do,Pohang,2017,12,44
Gyeongsangbuk-do,Pohang,2018,1,47
Gyeongsangbuk-do,Pohang,2018,2,49
Gyeongsangbuk-do,Pohang,2018,3,45
Gyeongsangbuk-do,Pohang,2018,4,64
Gyeongsangbuk-do,Pohang,2018,5,50
Gyeongsangbuk-do,Pohang,2018,6,40
Gyeongsangbuk-do,Pohang,2018,7,36
Gyeongsangbuk-do,Pohang,2018,8,24
Gyeongsangbuk-do,Pohang,2018,9,27
Gyeongsangbuk-do,Pohang,2018,10,31
Gyeongsangbuk-do,Pohang,2018,11,48
Gyeongsangbuk-do,Pohang,2018,12,38
Gyeongsangbuk-do,Pohang,2019,1,47
Gyeongsangbuk-do,Pohang,2019,2,45
Gyeongsangbuk-do,Pohang,2019,3,52
Gyeongsangbuk-do,Pohang,2019,4,42
Gyeongsangbuk-do,Pohang,2019,5,49
Gyeongsangbuk-do,Pohang,2019,6,36
Gyeongsangbuk-do,Pohang,2019,7,29
Gyeongsangbuk-do,Pohang,2019,8,29
Gyeongsangbuk-do,Pohang,2019,9,27
Gyeongsangbuk-do,Pohang,2019,10,33
Gyeongsangbuk-do,Pohang,2019,11,42
Gyeongsangbuk-do,Pohang,2019,12,39
Gyeongsangbuk-do,Pohang,2020,1,37
Gyeongsangbuk-do,Pohang,2020,2,38
Gyeongsangbuk-do,Pohang,2020,3,41
Gyeongsangbuk-do,Pohang,2020,4,42
Gyeongsangbuk-do,Pohang,2020,5,38
Gyeongsangnam-do,Changwon,2011,1,39
Gyeongsangnam-do,Changwon,2011,2,63
Gyeongsangnam-do,Changwon,2011,3,57
Gyeongsangnam-do,Changwon,2011,4,53
Gyeongsangnam-do,Changwon,2011,5,70
Gyeongsangnam-do,Changwon,2011,6,45
Gyeongsangnam-do,Changwon,2011,7,32
Gyeongsangnam-do,Changwon,2011,8,30
Gyeongsangnam-do,Changwon,2011,9,31
Gyeongsangnam-do,Changwon,2011,10,44
Gyeongsangnam-do,Changwon,2011,11,48
Gyeongsangnam-do,Changwon,2011,12,44
Gyeongsangnam-do,Changwon,2012,1,48
Gyeongsangnam-do,Changwon,2012,2,47
Gyeongsangnam-do,Changwon,2012,3,49
Gyeongsangnam-do,Changwon,2012,4,51
Gyeongsangnam-do,Changwon,2012,5,54
Gyeongsangnam-do,Changwon,2012,6,35
Gyeongsangnam-do,Changwon,2012,7,33
Gyeongsangnam-do,Changwon,2012,8,25
Gyeongsangnam-do,Changwon,2012,9,33
Gyeongsangnam-do,Changwon,2012,10,44
Gyeongsangnam-do,Changwon,2012,11,48
Gyeongsangnam-do,Changwon,2012,12,41
Gyeongsangnam-do,Changwon,2013,1,63
Gyeongsangnam-do,Changwon,2013,2,49
